lgd_code,name_en,name_local,is_aspirational,centroid_lat,centroid_lng
472,Nandurbar,नंदुरबार,true,21.366,74.242
496,Gadchiroli,गडचिरोली,true,20.185,80.005
497,Washim,वाशिम,true,20.139,77.117
500,Pune,पुणे,false,18.520,73.856
519,Mumbai Suburban,मुंबई उपनगर,false,19.054,72.832
